time,chip,sink_base,fins,chip_power,coolant_temperature,truth_chip_max,truth_hidden_power,case_id,case_group,fidelity,input_convention,source_model
0,25,25,25,0,25,25,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
2,25,25,25,0,25,25,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
4,25,25,25,0,25,25,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
6,25,25,25,0,25,25,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
8,25,25,25,0,25,25,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
10,25,25,25,0,25,25,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
12,25,25,25,0,25,25,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
14,25,25,25,0,25,25,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
16,25,25,25,0,25,25,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
18,25,25,25,0,25,25,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
20,25,25,25,0,25,25,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
22,25,25,25,4,25,25,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
24,25.204592,25.14054855,25.05084814,8,25,25.23531722,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
26,25.5506104,25.41007683,25.17399298,8,25,25.62217773,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
28,25.82502093,25.66409429,25.32349933,8,25,25.91401717,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
30,26.05478808,25.8893302,25.49550271,8,25,26.14907395,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
32,26.26752625,26.10036698,25.67719611,8,25,26.36400865,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
34,26.47209231,26.30350588,25.86334106,8,25,26.57006609,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
36,26.67165755,26.5019313,26.05153922,8,25,26.7707779,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
38,26.86786145,26.69732389,26.24053037,8,25,26.96783718,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
40,27.06171808,26.89060458,26.42960035,8,25,27.16232301,0,T11_coolant_ramp,ramps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
