time,chip,sink_base,fins,chip_power,coolant_temperature,truth_chip_max,truth_hidden_power,case_id,case_group,fidelity,input_convention,source_model
0,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
2,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
4,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
6,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
8,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
10,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
12,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
14,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
16,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
18,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
20,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
22,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
24,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
26,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
28,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
30,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
32,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
34,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
36,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
38,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
40,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
42,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
44,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
46,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
48,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
50,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
52,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
54,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
56,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
58,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
60,25,25,25,0,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
62,25,25,25,6,25,25,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
64,25.306888,25.21082282,25.0762722,12,25,25.35297584,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
66,25.8259156,25.61511524,25.26098947,12,25,25.9332666,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
68,26.23753139,25.99614144,25.48524899,12,25,26.37102575,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
70,26.58218212,26.3339953,25.74325406,12,25,26.72361092,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
72,26.90128937,26.65055048,26.01579417,12,25,27.04601297,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
74,27.20813846,26.95525882,26.29501158,12,25,27.35509914,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
76,27.50748633,27.25289695,26.57730883,12,25,27.65616685,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
78,27.80179217,27.54598584,26.86079555,12,25,27.95175577,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
80,28.09257711,27.83590687,27.14440053,12,25,28.24348452,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
82,28.38076076,28.12344243,27.42750852,12,25,28.53237511,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
84,28.66687596,28.40904203,27.70976968,12,25,28.81903751,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
86,28.95156782,28.69329504,27.99127613,12,25,29.10418036,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
88,29.23482323,28.97616882,28.27178351,12,25,29.3878113,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
90,29.51662703,29.25763399,28.55112927,12,25,29.66993125,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
92,29.79701045,29.53770938,28.82923835,12,25,29.95058674,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
94,30.07601401,29.81642603,29.10608067,12,25,30.2298309,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
96,30.35366945,30.09380924,29.38164564,12,25,30.50770476,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
98,30.62999846,30.36987642,29.65593095,12,25,30.78423637,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
100,30.90501608,30.64463979,29.92893802,12,25,31.05944514,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
102,31.17873364,30.91810879,30.20067006,12,25,31.33334543,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
104,31.4511605,31.19029146,30.47113131,12,25,31.60594874,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
106,31.72230486,31.46119507,30.74032656,12,25,31.87726484,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
108,31.99217421,31.73082644,31.00826097,12,25,32.1473023,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
110,32.26077551,31.99919207,31.27493993,12,25,32.41606891,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
112,32.5281154,32.26629824,31.54036899,12,25,32.68357186,0,T05_power_step_12w,power_steps,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
