time,chip,sink_base,fins,chip_power,coolant_temperature,truth_chip_max,truth_hidden_power,case_id,case_group,fidelity,input_convention,source_model
0,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
2,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
4,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
6,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
8,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
10,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
12,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
14,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
16,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
18,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
20,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
22,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
24,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
26,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
28,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
30,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
32,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
34,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
36,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
38,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
40,25,25,25,0,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
42,25,25,25,2.5,25,25,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
44,25.11624546,25.07985713,25.02889099,5,25,25.13370297,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
46,25.32667727,25.2408555,25.10037822,5,25,25.36999206,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
48,25.51045235,25.40608803,25.19297708,5,25,25.56748122,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
50,25.65774249,25.55442946,25.30015382,5,25,25.71765466,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
52,25.790495,25.68764815,25.41498893,5,25,25.85068107,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
54,25.9185209,25.81324217,25.53278031,5,25,25.97962395,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
56,26.04291113,25.9361373,25.65151891,5,25,26.10508916,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
58,26.16473364,26.05780457,25.77045824,5,25,26.22754363,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
60,26.28542806,26.17843763,25.88922415,5,25,26.34853225,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
62,26.40548648,26.29821004,26.00761589,5,25,26.46879195,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
64,26.52482898,26.41729947,26.12555595,5,25,26.58832586,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
66,26.64344221,26.53576503,26.24301747,5,25,26.70710913,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
68,26.76141622,26.65361494,26.35997913,5,25,26.82522109,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
70,26.87880543,26.7708714,26.47642111,5,25,26.94272347,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
72,26.99562039,26.88756081,26.59233152,5,25,27.05963779,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
74,27.11186879,27.00369619,26.70770622,5,25,27.17597768,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
76,27.22756221,27.1192816,26.82254489,5,25,27.29175659,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
78,27.34270799,27.23432058,26.93684844,5,25,27.40698278,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
80,27.4573096,27.34881746,27.05061823,5,25,27.52166095,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
82,27.57137034,27.46277594,27.16385597,5,25,27.63579562,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
84,27.68489403,27.57619897,27.27656366,5,25,27.7493913,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
86,27.797884,27.68908928,27.38874344,5,25,27.86245175,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
88,27.9103431,27.80144962,27.50039758,5,25,27.97498009,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
90,28.02227402,27.91328267,27.61152842,5,25,28.08697931,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
92,28.13367947,28.02459098,27.7221383,5,25,28.19845228,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
94,28.24456207,28.13537707,27.8322296,5,25,28.30940177,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
96,28.35492438,28.24564346,27.94180468,5,25,28.41983042,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
98,28.4647689,28.35539261,28.05086595,5,25,28.52974079,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
100,28.57409811,28.46462697,28.15941579,5,25,28.63913542,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
102,28.68291447,28.57334898,28.26745657,5,25,28.74801681,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
104,28.79122042,28.68156104,28.37499067,5,25,28.8563874,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
106,28.89901835,28.78926557,28.48202046,5,25,28.96424964,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
108,29.00631068,28.89646494,28.5885483,5,25,29.07160593,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
110,29.11309978,29.00316154,28.69457653,5,25,29.17845867,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
112,29.21938801,29.10935772,28.8001075,5,25,29.28481023,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
114,29.32517774,29.21505583,28.90514353,5,25,29.39066297,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
116,29.43047131,29.32025821,29.00968695,5,25,29.49601925,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
118,29.53527103,29.42496718,29.11374006,5,25,29.60088138,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
120,29.63957925,29.52918507,29.21730516,5,25,29.70525171,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
122,29.74339825,29.63291417,29.32038454,5,25,29.80913252,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
124,29.84673033,29.73615678,29.42298048,5,25,29.91252613,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
126,29.94957779,29.83891518,29.52509525,5,25,30.01543482,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
128,30.05194288,29.94119164,29.62673109,5,25,30.11786086,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
130,30.15382789,30.04298843,29.72789027,5,25,30.21980652,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
132,30.25523505,30.14430778,29.828575,5,25,30.32127405,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
134,30.35616661,30.24515195,29.92878752,5,25,30.4222657,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
136,30.45662479,30.34552315,30.02853005,5,25,30.5227837,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
138,30.55661183,30.44542361,30.12780478,5,25,30.62283026,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
140,30.65612993,30.54485554,30.22661391,5,25,30.7224076,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
142,30.75518128,30.64382113,30.32495963,5,25,30.82151792,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
144,30.85376809,30.74232257,30.4228441,5,25,30.92016342,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
146,30.95189252,30.84036204,30.5202695,5,25,31.01834627,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
148,31.04955674,30.9379417,30.61723796,5,25,31.11606863,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
150,31.14676292,31.03506371,30.71375165,5,25,31.21333268,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
152,31.2435132,31.13173022,30.80981268,5,25,31.31014056,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
154,31.33980972,31.22794336,30.90542319,5,25,31.4064944,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
156,31.43565461,31.32370525,31.00058528,5,25,31.50239635,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
158,31.53104998,31.41901803,31.09530106,5,25,31.59784852,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
160,31.62599795,31.51388379,31.18957262,5,25,31.69285301,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
162,31.72050061,31.60830462,31.28340205,5,25,31.78741193,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
164,31.81456005,31.70228262,31.37679141,5,25,31.88152737,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
166,31.90817836,31.79581986,31.46974278,5,25,31.97520141,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
168,32.00135759,31.88891841,31.56225821,5,25,32.06843611,0,T12_power_multilevel,multilevel,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
