time,chip,sink_base,fins,chip_power,coolant_temperature,truth_chip_max,truth_hidden_power,case_id,case_group,fidelity,input_convention,source_model
0,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
2,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
4,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
6,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
8,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
10,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
12,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
14,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
16,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
18,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
20,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
22,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
24,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
26,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
28,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
30,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
32,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
34,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
36,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
38,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
40,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
42,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
44,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
46,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
48,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
50,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
52,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
54,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
56,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
58,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
60,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
62,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
64,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
66,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
68,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
70,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
72,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
74,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
76,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
78,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
80,25,25,25,0,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
82,25,25,25,0.1111111111,25,25,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
84,25.00516646,25.00354921,25.00128404,0.2222222222,25,25.00594235,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
86,25.01451899,25.01070469,25.00446125,0.3333333333,25,25.01644409,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
88,25.02661907,25.02048532,25.00928863,0.4444444444,25,25.02982872,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
90,25.04143445,25.03302404,25.01625407,0.5555555556,25,25.04595401,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
92,25.0590936,25.04838766,25.02566539,0.6666666667,25,25.06494334,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
94,25.07960214,25.06655054,25.0376529,0.7777777778,25,25.08681162,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
96,25.10288903,25.08746801,25.05226493,0.8888888889,25,25.11148115,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
98,25.12889426,25.11109961,25.06951577,1,25,25.1388811,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
100,25.157587,25.13741442,25.08940441,1.111111111,25,25.16897517,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
102,25.18894815,25.16639113,25.11192325,1.222222222,25,25.20174283,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
104,25.22296033,25.19801389,25.13706245,1.333333333,25,25.23716608,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
106,25.2596077,25.23226857,25.16481134,1.444444444,25,25.27522828,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
108,25.29887633,25.26914153,25.19515871,1.555555556,25,25.31591476,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
110,25.34075313,25.3086197,25.22809302,1.666666667,25,25.35921194,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
112,25.38522528,25.35069046,25.26360247,1.777777778,25,25.40510672,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
114,25.43228019,25.39534146,25.30167518,1.888888889,25,25.45358631,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
116,25.4819055,25.44256044,25.34229928,2,25,25.50463822,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
118,25.53408905,25.49233527,25.38546287,2.111111111,25,25.55825014,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
120,25.58881871,25.54465391,25.43115411,2.222222222,25,25.6144099,0,T15_combined_ramps,combined,solid_conduction_contact_constant_convection,left_zero_order_hold,COMSOL Electronic Chip Cooling
