time,chip,sink_base,fins,chip_power,coolant_temperature,inlet_air_velocity,truth_chip_max,truth_fins_max,truth_outlet_air_temperature,truth_pressure_drop,truth_radiative_heat_rate,truth_energy_residual,truth_hidden_power,truth_effective_air_velocity,case_id,case_group,fidelity,radiation_enabled,surface_emissivity_sink,surface_emissivity_channel,mesh_profile,mesh_size_level,input_convention,source_model
0,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01391199063,0,9.62570581e-06,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
10,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390321683,0,6.075425892e-06,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
20,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390149893,0,6.07548173e-06,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
30,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.0138996731,0,6.074082543e-06,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
40,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01389921342,0,6.073311369e-06,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
50,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01389975542,0,6.073437107e-06,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
60,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390092168,0,6.074272228e-06,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
70,25.00000941,25.00000941,25.00000941,0.3333333333,25,0.1,25.00000943,25.00000948,25.00001062,0.01390176573,0,6.075020174e-06,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
80,25.04380259,25.0385875,25.02656869,0.6666666667,25,0.1,25.04635138,25.04068478,25.00620941,0.01390190131,0,-9.58445298e-05,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
90,25.14322491,25.12979179,25.09672757,1,25,0.1,25.14989375,25.13540433,25.02431907,0.014117205,0,-2.463731376e-07,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
100,25.28366603,25.26157258,25.20393885,1.333333333,25,0.1,25.29479593,25.27112959,25.05302897,0.01427396148,0,-0.002594130019,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
110,25.45419105,25.42628367,25.35117436,1.666666667,25,0.1,25.46832436,25.43856461,25.0946783,0.01436943255,0,-0.0003120127207,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
120,25.66448268,25.62942397,25.53422738,2,25,0.1,25.68225107,25.64491863,25.14645927,0.01443152088,0,-0.0003909776897,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
130,25.90567541,25.86334367,25.74721466,2.333333333,25,0.1,25.92716374,25.8821467,25.20697715,0.01447927215,0,-0.002456632653,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
140,26.18184305,26.13220222,25.99456999,2.666666667,25,0.1,26.20708493,26.15436126,25.2775863,0.01452261091,0,-0.00286992491,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
150,26.49310979,26.43614157,26.27665335,3,25,0.1,26.52211917,26.46167899,25.35843189,0.01456696588,0,-0.00289001099,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
160,26.83889116,26.77457093,26.59294486,3.333333333,25,0.1,26.87168148,26.80350459,25.44935813,0.01461289523,0,-0.002831315168,0,0.1,NT05_power_ramp,ramps,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
