time,chip,sink_base,fins,chip_power,coolant_temperature,inlet_air_velocity,truth_chip_max,truth_fins_max,truth_outlet_air_temperature,truth_pressure_drop,truth_radiative_heat_rate,truth_energy_residual,truth_hidden_power,truth_effective_air_velocity,case_id,case_group,fidelity,radiation_enabled,surface_emissivity_sink,surface_emissivity_channel,mesh_profile,mesh_size_level,input_convention,source_model
0,87.67505637,87.41346896,86.32793881,10,30,0.1,87.84428442,87.58606462,46.77681304,0.01723138618,0,0.001514243036,0,0.1,NT10_stationary_hot_start,initialization,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
10,87.6750976,87.41351612,86.32802985,10,30,0.1,87.84431266,87.58610872,46.78639663,0.01722038223,0,0.002390350488,0,0.1,NT10_stationary_hot_start,initialization,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
20,87.67504867,87.41345516,86.3278614,10,30,0.1,87.84428077,87.58605424,46.77968167,0.01721584664,0,0.001829290491,0,0.1,NT10_stationary_hot_start,initialization,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
30,87.67481976,87.41321394,86.32754297,10,30,0.1,87.8440705,87.58580871,46.77349546,0.01721349848,0,0.0008231425327,0,0.1,NT10_stationary_hot_start,initialization,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
40,87.67454123,87.41293005,86.32723865,10,30,0.1,87.84379951,87.58551575,46.77149001,0.01721208719,0,0.0004853371025,0,0.1,NT10_stationary_hot_start,initialization,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
50,87.67428977,87.41268025,86.3270125,10,30,0.1,87.84354486,87.58525753,46.77193877,0.0172112641,0,0.0007996689637,0,0.1,NT10_stationary_hot_start,initialization,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
60,87.674106,87.41250242,86.32687812,10,30,0.1,87.84335165,87.58507522,46.77319029,0.01721116404,0,0.001219381842,0,0.1,NT10_stationary_hot_start,initialization,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
70,87.67399298,87.41239615,86.32681253,10,30,0.1,87.84322821,87.58496903,46.7746892,0.01721209344,0,0.001408736753,0,0.1,NT10_stationary_hot_start,initialization,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
80,87.67392894,87.41233705,86.32677805,10,30,0.1,87.84315666,87.58491326,46.77627403,0.01721386537,0,0.001448283167,0,0.1,NT10_stationary_hot_start,initialization,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
90,87.6738838,87.41229394,86.32674108,10,30,0.1,87.84310848,87.5848746,46.777566,0.01721564061,0,0.001512564132,0,0.1,NT10_stationary_hot_start,initialization,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
