time,chip,sink_base,fins,chip_power,coolant_temperature,inlet_air_velocity,truth_chip_max,truth_fins_max,truth_outlet_air_temperature,truth_pressure_drop,truth_radiative_heat_rate,truth_energy_residual,truth_hidden_power,truth_effective_air_velocity,case_id,case_group,fidelity,radiation_enabled,surface_emissivity_sink,surface_emissivity_channel,mesh_profile,mesh_size_level,input_convention,source_model
0,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01391199063,0,9.625703684e-06,0,0.1,NT07_combined_ramps,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
10,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390321683,0,6.075427169e-06,0,0.1,NT07_combined_ramps,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
20,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390149893,0,6.075483463e-06,0,0.1,NT07_combined_ramps,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
30,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.0138996731,0,6.074083522e-06,0,0.1,NT07_combined_ramps,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
40,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01389921342,0,6.073310489e-06,0,0.1,NT07_combined_ramps,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
50,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01389975541,0,6.073438568e-06,0,0.1,NT07_combined_ramps,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
60,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390092168,0,6.074274218e-06,0,0.1,NT07_combined_ramps,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
70,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390176573,0,6.075022168e-06,0,0.1,NT07_combined_ramps,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
80,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390190131,0,6.075141317e-06,0,0.1,NT07_combined_ramps,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
90,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390155078,0,6.074931642e-06,0,0.1,NT07_combined_ramps,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
100,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390093954,0,6.074549122e-06,0,0.1,NT07_combined_ramps,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
110,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01390043832,0,6.074188739e-06,0,0.1,NT07_combined_ramps,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
120,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01390031015,0,6.074032706e-06,0,0.1,NT07_combined_ramps,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
