time,chip,sink_base,fins,chip_power,coolant_temperature,inlet_air_velocity,truth_chip_max,truth_fins_max,truth_outlet_air_temperature,truth_pressure_drop,truth_radiative_heat_rate,truth_energy_residual,truth_hidden_power,truth_effective_air_velocity,case_id,case_group,fidelity,radiation_enabled,surface_emissivity_sink,surface_emissivity_channel,mesh_profile,mesh_size_level,input_convention,source_model
0,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01391199063,0,9.625703473e-06,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
10,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390321683,0,6.075425704e-06,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
20,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390149893,0,6.07548172e-06,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
30,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.0138996731,0,6.074083409e-06,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
40,25.00000941,25.00000941,25.00000941,8,25,0.1,25.00000943,25.00000948,25.00001061,0.01389921342,0,6.073310475e-06,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
50,26.24675115,26.08322168,25.68184011,8,25,0.1,26.32867154,26.15199133,25.14390398,0.01443413777,0,-3.275339203e-06,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
60,27.25616839,27.0855652,26.61236333,8,25,0.1,27.34321238,27.1618767,25.40976274,0.01459527291,0,0.001099411824,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
70,28.20454559,28.03251675,27.54744065,8,25,0.1,28.29260604,28.11067069,25.68654709,0.01471808707,0,0.001039119392,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
80,29.12309905,28.95025519,28.45741817,8,25,0.1,29.21167291,29.02915436,25.95619148,0.01481007373,0,0.0003160590449,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
90,30.0251865,29.85155349,29.35078191,8,25,0.1,30.1142378,29.93107892,26.22074494,0.01488878488,0,0.001354504361,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
100,30.90845418,30.7340506,30.22530019,8,25,0.1,30.9979613,30.81413627,26.47964696,0.01495280922,0,0.001531427053,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
110,31.77517968,31.60002133,31.08334798,8,25,0.1,31.86512881,31.68063173,26.73383544,0.01500368286,0,-0.0003090321902,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
120,32.62460037,32.44870412,31.92430784,8,25,0.1,32.71498292,32.52983142,26.98313387,0.01505313681,0,9.020666009e-05,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
130,33.45233594,33.27572007,32.74386003,8,25,0.1,33.5431434,33.3573655,27.22582018,0.01510421929,0,0.001834883471,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
140,34.26143521,34.08411489,33.54496211,8,25,0.1,34.35265845,34.16627084,27.46286047,0.01514972063,0,0.001598674776,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
150,35.05283109,34.87482111,34.32852474,8,25,0.1,35.14446086,34.95747636,27.69470286,0.01519115376,0,0.001471008232,0,0.1,NT03_inlet_temperature_levels,inlet_temperature,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
