time,chip,sink_base,fins,chip_power,coolant_temperature,inlet_air_velocity,truth_chip_max,truth_fins_max,truth_outlet_air_temperature,truth_pressure_drop,truth_radiative_heat_rate,truth_energy_residual,truth_hidden_power,truth_effective_air_velocity,case_id,case_group,fidelity,radiation_enabled,surface_emissivity_sink,surface_emissivity_channel,mesh_profile,mesh_size_level,input_convention,source_model
0,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01391199061,0,9.625702789e-06,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
10,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390321681,0,6.075425303e-06,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
20,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390149893,0,6.075483238e-06,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
30,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.0138996731,0,6.074082806e-06,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
40,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01389921343,0,6.073311601e-06,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
50,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01389975542,0,6.07343867e-06,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
60,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390092168,0,6.074270889e-06,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
70,25.00000941,25.00000941,25.00000941,4,25,0.1,25.00000943,25.00000948,25.00001062,0.01390176572,0,6.075016901e-06,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
80,25.52552758,25.46294652,25.31872087,4,25,0.1,25.55611304,25.48811382,25.07439611,0.0139019013,0,-0.003226529821,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
90,26.07333712,25.98881191,25.76072602,4,25,0.1,26.11631009,26.02610271,25.19351147,0.01447217374,0,0.0003267018683,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
100,26.55421264,26.46819065,26.22532958,4,25,0.1,26.59824595,26.50715876,25.32997896,0.01455719958,0,0.0008050324786,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
110,27.01423974,26.92785111,26.68148306,4,25,0.1,27.05850017,26.96722424,25.46548212,0.01462724818,0,0.0002268866359,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
120,27.46608425,27.37931698,27.12925719,4,25,0.1,27.51057657,27.41902325,25.59831355,0.01468699606,0,0.0007309812879,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
130,27.90862012,27.82146595,27.56748785,4,25,0.1,27.9533458,27.8614616,25.72817136,0.01473634477,0,0.0007996653789,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
140,28.34293513,28.25539655,27.99740063,4,25,0.1,28.38788891,28.29565319,25.85555809,0.01477699704,0,-0.0001545761243,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
150,28.76856129,28.68065354,28.41874213,4,25,0.1,28.81373125,28.72115943,25.98047926,0.01481579464,0,3.350117773e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
160,29.18510892,29.09684423,28.83117767,4,25,0.1,29.23048793,29.1376012,26.10275719,0.01485243004,0,8.773777595e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
170,29.59255367,29.50393673,29.23461919,4,25,0.1,29.63814069,29.54494916,26.22229905,0.0148836459,0,3.160793232e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
180,29.99106226,29.90209713,29.62918214,4,25,0.1,30.03685562,29.94336211,26.33914755,0.01491024213,0,-3.914454244e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
190,30.38083777,30.29153221,30.01507536,4,25,0.1,30.42683227,30.33304014,26.45335976,0.01493575297,0,-2.055964842e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
200,30.76207586,30.67243911,30.39251912,4,25,0.1,30.80826539,30.71418075,26.56503366,0.01496169373,0,2.27559074e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
210,31.13496864,31.04500853,30.7617124,4,25,0.1,31.18134867,31.08697885,26.67434937,0.01498710641,0,-8.845046453e-06,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
220,31.49970641,31.40942934,31.12283645,4,25,0.1,31.54627353,31.45162578,26.78137825,0.01501139565,0,-5.160284586e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
230,31.8564735,31.76588573,31.47606748,4,25,0.1,31.90322384,31.80830544,26.88601493,0.01503441633,0,-1.700203047e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
240,32.20544649,32.11455466,31.82157985,4,25,0.1,32.25237555,32.15719375,26.98832172,0.01505477394,0,1.932148489e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
250,32.54679523,32.45560608,32.15954242,4,25,0.1,32.59389871,32.49867776,27.08852799,0.01507227222,0,1.329200581e-07,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
260,32.88068438,32.78920461,32.49011933,4,25,0.1,32.92795886,32.83284095,27.18655293,0.0150900308,0,1.271424128e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
270,33.20727658,33.11551268,32.81347456,4,25,0.1,33.25471902,33.15970142,27.28203748,0.01510948617,0,4.89783813e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
280,33.52673457,33.43469274,33.12977004,4,25,0.1,33.57434149,33.47942284,27.37521236,0.01512705833,0,-1.937757962e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
290,33.83921767,33.74690379,33.43915886,4,25,0.1,33.88698521,33.79216386,27.46672301,0.01514172668,0,-0.0001029928799,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
300,34.14490672,34.05232643,33.74181636,4,25,0.1,34.19283117,34.09810434,27.55670688,0.01516114201,0,1.331613836e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
310,34.44392857,34.35108748,34.03787404,8,25,0.1,34.49200616,34.39737211,27.64466557,0.01517848356,0,4.45985418e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
320,35.26059188,35.10490846,34.64482489,8,25,0.1,35.33940866,35.17431158,27.80444295,0.01519403828,0,-0.0005777602181,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
330,36.07975017,35.89497091,35.34564397,8,25,0.1,36.17380398,35.97818524,27.99881935,0.01523015213,0,-0.02521205081,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
340,36.8397015,36.65337999,36.07707097,8,25,0.1,36.93549864,36.73941346,28.21109296,0.01527393747,0,-0.01411810809,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
350,37.5676209,37.38558301,36.80724479,8,25,0.1,37.66168497,37.47090876,28.42726213,0.01531532497,0,-0.0003509919448,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
360,38.28138421,38.10099832,37.5228705,8,25,0.1,38.37460804,38.18582396,28.63988381,0.01535217045,0,0.003776997918,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
370,38.98370301,38.8027677,38.22127103,8,25,0.1,39.07712671,38.88779787,28.84703057,0.01538577318,0,0.002688455013,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
380,39.67262006,39.49070216,38.90339384,8,25,0.1,39.76654045,39.57621614,29.04903528,0.01541759359,0,0.001339072919,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
390,40.34683639,40.16416761,39.57042419,8,25,0.1,40.4411909,40.25077657,29.24644672,0.01544842254,0,0.0009933321531,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
400,41.00624773,40.82300924,40.22303575,8,25,0.1,41.10095143,40.91074624,29.43955793,0.01547848243,0,0.00113720575,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
410,41.65122842,41.46745911,40.86157713,8,25,0.1,41.74625183,41.55628644,29.6285493,0.01550771938,0,0.001261081185,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
420,42.28218533,42.09787663,41.48630905,8,25,0.1,42.37752638,42.18777083,29.81354022,0.0155360824,0,0.001266455081,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
430,42.89946079,42.71461167,42.09749968,8,25,0.1,42.99511864,42.80555234,29.99456956,0.01556369849,0,0.001230960446,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
440,43.50335719,43.31797824,42.69543413,8,25,0.1,43.59932654,43.40994367,30.17165558,0.01559066991,0,0.0012079199,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
450,44.09416314,43.90826785,43.28040185,8,25,0.1,44.19043671,44.00123552,30.34486403,0.01561692972,0,0.001194145658,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
460,44.67216195,44.48576248,43.8526877,8,25,0.1,44.76873262,44.57971024,30.51429333,0.0156423729,0,0.001178841125,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
470,45.23763192,45.05073916,44.41256904,8,25,0.1,45.33449316,45.14564562,30.68003899,0.01566702787,0,0.001162007083,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
480,45.79084572,45.60347012,44.96031614,8,25,0.1,45.88799131,45.69931451,30.84219155,0.01569100213,0,0.001146107104,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
490,46.33355644,46.14570702,45.4976639,8,25,0.1,46.43098105,46.24247156,31.0013271,0.01571365872,0,-8.326882318e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
500,46.86547327,46.67715948,46.02432463,8,25,0.1,46.96317135,46.77482595,31.15734229,0.01573625385,0,0.0001273925489,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
510,47.38617922,47.1974109,46.53988647,8,25,0.1,47.484145,47.29596021,31.31005847,0.0157590093,0,0.0001934536916,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
520,47.8955866,47.70637356,47.04426223,8,25,0.1,47.99381429,47.80578641,31.45942406,0.01578117475,0,0.0001883822275,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
530,48.39385131,48.20420318,47.53760521,8,25,0.1,48.49233522,48.30446062,31.60553698,0.01580244976,0,0.0001332013384,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
540,48.88122328,48.69114952,48.02016285,8,25,0.1,48.97995776,48.79223314,31.74849457,0.01582309986,0,0.0001013555232,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
550,49.35796377,49.16747372,48.49219449,8,25,0.1,49.45694328,49.26936548,31.88827269,0.01584329004,0,0.0001363928164,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
560,49.82431956,49.63342231,48.95394449,8,25,0.1,49.92353876,49.73610449,32.02491422,0.01586300394,0,0.0001699454147,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
570,50.2805221,50.08922648,49.40564175,8,25,0.1,50.37997589,50.19268183,32.15869096,0.01588222452,0,0.0001366893851,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
580,50.72679328,50.5351079,49.8475061,8,25,0.1,50.82647665,50.63931966,32.289753,0.01590100854,0,0.0001139130805,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
590,51.16334959,50.97128292,50.27975174,8,25,0.1,51.26325751,51.0762347,32.41788331,0.01591961152,0,0.0001884802731,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
600,51.59040265,51.39796304,50.70258759,8,25,0.1,51.69053022,51.50363863,32.54306055,0.01593813157,0,0.0002398038696,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
610,52.00815864,51.81535415,51.11621786,12,25,0.1,52.10850111,51.92173774,32.66568969,0.01595594068,0,0.0001724049983,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
620,52.80357185,52.54996099,51.71874921,12,25,0.1,52.9331062,52.67509057,32.82749173,0.01597252858,0,-0.001026578051,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
630,53.74075624,53.44433186,52.48792475,12,25,0.1,53.89255502,53.5862628,33.03675683,0.0160068146,0,-0.03400882815,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
640,54.62885685,54.33894386,53.35092084,12,25,0.1,54.77963968,54.48429063,33.28566206,0.01605370463,0,0.0008505882119,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
650,55.46381038,55.19143844,54.22868618,12,25,0.1,55.60627862,55.33359247,33.55016565,0.01609540637,0,0.03381392434,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
660,56.2932709,56.02003388,55.07308447,12,25,0.1,56.43490192,56.16156275,33.80584666,0.01612587516,0,0.01775832781,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
670,57.12178834,56.8384957,55.87856308,12,25,0.1,57.26786096,56.98299682,34.04437395,0.01615370607,0,-0.009645379458,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
680,57.9285165,57.64202692,56.6603985,12,25,0.1,58.07690967,57.78945347,34.27362457,0.01618560979,0,-0.01121458453,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
690,58.7064115,58.42297554,57.42943384,12,25,0.1,58.85393407,58.57155671,34.50137104,0.01621899919,0,0.002388134638,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
700,59.46392703,59.18182416,58.18564985,12,25,0.1,59.61062469,59.33094703,34.72522357,0.01625021859,0,0.007384706933,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
710,60.2094347,59.92497986,58.92457492,12,25,0.1,60.35709282,60.075496,34.9447286,0.01628178524,0,0.000267759801,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
720,60.93899847,60.65354405,59.64672502,12,25,0.1,61.08726438,60.80543444,35.16192464,0.01631192656,0,-0.0004156831761,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
730,61.65247077,61.36674998,60.35293173,12,25,0.1,61.80101603,61.51984146,35.370629,0.01634115852,0,0.002191598345,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
740,62.35047327,62.0640458,61.04405039,12,25,0.1,62.49935455,62.21825547,35.57261666,0.01636977665,0,0.000523962325,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
750,63.03325387,62.74616045,61.72018572,12,25,0.1,63.18250193,62.90152338,35.77577359,0.01639496781,0,-3.606109565e-05,0,0.1,NT01_power_levels,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
