time,chip,sink_base,fins,chip_power,coolant_temperature,inlet_air_velocity,truth_chip_max,truth_fins_max,truth_outlet_air_temperature,truth_pressure_drop,truth_radiative_heat_rate,truth_energy_residual,truth_hidden_power,truth_effective_air_velocity,case_id,case_group,fidelity,radiation_enabled,surface_emissivity_sink,surface_emissivity_channel,mesh_profile,mesh_size_level,input_convention,source_model
0,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01391199063,0,9.625704583e-06,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
10,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390321683,0,6.075424531e-06,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
20,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390149893,0,6.0754825e-06,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
30,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.0138996731,0,6.074083551e-06,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
40,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01389921342,0,6.073311204e-06,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
50,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01389975542,0,6.073436789e-06,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
60,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390092168,0,6.074270833e-06,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
70,25.00000941,25.00000941,25.00000941,6,25,0.1,25.00000943,25.00000948,25.00001062,0.01390176573,0,6.075021023e-06,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
80,25.92764961,25.80597506,25.51104715,6,25,0.1,25.98831818,25.85670078,25.10913834,0.01440383619,0,1.760471928e-05,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
90,26.68496805,26.55738472,26.20634308,6,25,0.1,26.74999139,26.61422653,25.30753186,0.01454449519,0,0.0002863588578,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
100,27.39863367,27.26965072,26.90597594,6,25,0.1,27.46464536,27.32817423,25.51420989,0.01464830435,0,0.0008711832275,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
110,28.08773793,27.95811543,27.58845457,6,25,0.1,28.15415783,28.01725179,25.71657518,0.01472942102,0,0.0002642915879,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
120,28.76437705,28.63415565,28.25854001,6,25,0.1,28.83116298,28.69378342,25.9151056,0.01479955673,0,0.001049915165,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
130,29.42687045,29.29607195,28.91449681,6,25,0.1,29.49399941,29.35612326,26.1093459,0.01485696815,0,0.001178067836,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
140,30.07695166,29.94559031,29.55809057,6,25,0.1,30.14441036,30.00602932,26.30001175,0.01490270076,0,-0.0002355494427,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
150,30.71405967,30.58214651,30.18885043,6,25,0.1,30.78184209,30.64296738,26.48700831,0.01494620558,0,4.831143869e-05,0,0.1,NT06_combined_levels,combined,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
