time,chip,sink_base,fins,chip_power,coolant_temperature,inlet_air_velocity,truth_chip_max,truth_fins_max,truth_outlet_air_temperature,truth_pressure_drop,truth_radiative_heat_rate,truth_energy_residual,truth_hidden_power,truth_effective_air_velocity,case_id,case_group,fidelity,radiation_enabled,surface_emissivity_sink,surface_emissivity_channel,mesh_profile,mesh_size_level,input_convention,source_model
0,15.00002104,15.00002103,15.00002099,0,15,0.2,15.00002113,15.0000213,15.0000232,0.0355969084,0,3.080388109e-05,0,0.2,NT09_cold_high_flow,operating_corner,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
10,15.00002104,15.00002103,15.00002099,0,15,0.2,15.00002113,15.0000213,15.00002322,0.03558335676,0,2.963307857e-05,0,0.2,NT09_cold_high_flow,operating_corner,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
20,15.00002104,15.00002103,15.00002099,0,15,0.2,15.00002113,15.0000213,15.00002321,0.03558258153,0,2.962953786e-05,0,0.2,NT09_cold_high_flow,operating_corner,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
30,15.00002104,15.00002103,15.00002099,0,15,0.2,15.00002113,15.0000213,15.00002321,0.03558480324,0,2.962910596e-05,0,0.2,NT09_cold_high_flow,operating_corner,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
40,15.00002104,15.00002103,15.00002099,0,15,0.2,15.00002113,15.0000213,15.00002321,0.03558513412,0,2.962935549e-05,0,0.2,NT09_cold_high_flow,operating_corner,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
50,15.00002104,15.00002103,15.00002099,0,15,0.2,15.00002113,15.0000213,15.00002321,0.0355853515,0,2.96305036e-05,0,0.2,NT09_cold_high_flow,operating_corner,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
60,15.00002104,15.00002103,15.00002099,0,15,0.2,15.00002113,15.0000213,15.00002322,0.03558553195,0,2.963159217e-05,0,0.2,NT09_cold_high_flow,operating_corner,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
70,15.00002104,15.00002103,15.00002099,12,15,0.2,15.00002113,15.0000213,15.00002322,0.03558541512,0,2.96319347e-05,0,0.2,NT09_cold_high_flow,operating_corner,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
80,16.91331508,16.6647098,16.0297036,12,15,0.2,17.03876376,16.77114899,15.22064062,0.03763058679,0,0.0007887594981,0,0.2,NT09_cold_high_flow,operating_corner,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
90,18.38212483,18.12482732,17.40442494,12,15,0.2,18.51366611,18.24077691,15.56895735,0.0380342194,0,0.00141656509,0,0.2,NT09_cold_high_flow,operating_corner,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
100,19.75732042,19.49705226,18.75016796,12,15,0.2,19.89095512,19.61636284,15.91181726,0.03839734457,0,0.002434963893,0,0.2,NT09_cold_high_flow,operating_corner,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
110,21.06140744,20.79905845,20.03186312,12,15,0.2,21.196402,20.92017222,16.23823014,0.03870136128,0,0.0007008468081,0,0.2,NT09_cold_high_flow,operating_corner,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
120,22.32480376,22.06047602,21.27351822,12,15,0.2,22.46107142,22.18319323,16.55410355,0.03897118987,0,0.003155888024,0,0.2,NT09_cold_high_flow,operating_corner,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
130,23.53333435,23.2671316,22.46114645,12,15,0.2,23.67079534,23.39129465,16.85605179,0.0391909575,0,0.0006537777728,0,0.2,NT09_cold_high_flow,operating_corner,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
