time,chip,sink_base,fins,chip_power,coolant_temperature,inlet_air_velocity,truth_chip_max,truth_fins_max,truth_outlet_air_temperature,truth_pressure_drop,truth_radiative_heat_rate,truth_energy_residual,truth_hidden_power,truth_effective_air_velocity,case_id,case_group,fidelity,radiation_enabled,surface_emissivity_sink,surface_emissivity_channel,mesh_profile,mesh_size_level,input_convention,source_model
0,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01391199062,0,9.625704483e-06,0,0.1,NT02_power_reverse,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
10,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390321682,0,6.075427391e-06,0,0.1,NT02_power_reverse,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
20,25.00000941,25.00000941,25.0000094,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390149893,0,6.075481072e-06,0,0.1,NT02_power_reverse,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
30,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.0138996731,0,6.074081147e-06,0,0.1,NT02_power_reverse,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
40,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01389921343,0,6.073310489e-06,0,0.1,NT02_power_reverse,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
50,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001061,0.01389975542,0,6.07343733e-06,0,0.1,NT02_power_reverse,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
60,25.00000941,25.00000941,25.00000941,0,25,0.1,25.00000943,25.00000948,25.00001062,0.01390092168,0,6.074272423e-06,0,0.1,NT02_power_reverse,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
70,25.00000941,25.00000941,25.00000941,12,25,0.1,25.00000943,25.00000948,25.00001062,0.01390176572,0,6.075021312e-06,0,0.1,NT02_power_reverse,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
80,27.038807,26.7912991,26.16618635,12,25,0.1,27.163325,26.89666285,25.25432925,0.01451275188,0,-0.0001540402214,0,0.1,NT02_power_reverse,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
90,28.53240166,28.27644856,27.56672119,12,25,0.1,28.66301001,28.39103926,25.65767446,0.01470539422,0,0.001280285981,0,0.1,NT02_power_reverse,power,conjugate_laminar,False,0.9,0.85,global-8,8,left_zero_order_hold,COMSOL 6.4 Electronic Chip Cooling
