0.000000 49.600000 51.600000 50.600000 53.600000
1.000000 50.505000 52.380208 51.373148 53.294167
2.000000 51.177510 52.980006 51.953560 53.102364
3.000000 51.678258 53.440172 52.391815 52.987897
4.000000 52.051789 53.792820 52.724539 52.925115
5.000000 52.330893 54.062970 52.978445 52.896201
6.000000 52.539774 54.269966 53.173139 52.888873
7.000000 52.696340 54.428682 53.323110 52.894757
8.000000 52.813872 54.550512 53.439124 52.908211
9.000000 52.902236 54.644161 53.529228 52.925502
10.000000 52.968773 54.716267 53.599473 52.944218
11.000000 53.018955 54.771890 53.654427 52.962852
12.000000 53.056863 54.814886 53.697560 52.980509
13.000000 53.085548 54.848193 53.731518 52.996708
14.000000 53.107293 54.874053 53.758330 53.011232
15.000000 53.123808 54.894177 53.779554 53.024036
16.000000 53.136374 54.909875 53.796397 53.035179
17.000000 53.145956 54.922148 53.809794 53.044778
18.000000 53.153276 54.931767 53.820471 53.052980
19.000000 53.158882 54.939323 53.828998 53.059942
20.000000 53.163183 54.945271 53.835819 53.065819
