0.000000 52.000000 54.000000 53.000000 56.000000
1.000000 52.605000 54.980208 53.862037 55.654167
2.000000 53.077510 55.705561 54.515083 55.438401
3.000000 53.444535 56.245138 55.010988 55.310482
4.000000 53.728432 56.648478 55.388605 55.241000
5.000000 53.947326 56.951354 55.677023 55.209608
6.000000 54.115696 57.179763 55.898027 55.202345
7.000000 54.244975 57.352713 56.067948 55.209731
8.000000 54.344118 57.484174 56.199046 55.225418
9.000000 54.420092 57.584466 56.300543 55.245229
10.000000 54.478287 57.661249 56.379396 55.266483
11.000000 54.522864 57.720234 56.440865 55.287520
12.000000 54.557016 57.765694 56.488941 55.307368
13.000000 54.583196 57.800842 56.526661 55.325511
14.000000 54.603279 57.828101 56.556348 55.341729
15.000000 54.618701 57.849303 56.579778 55.355990
16.000000 54.630556 57.865842 56.598321 55.368371
17.000000 54.639681 57.878779 56.613034 55.379015
18.000000 54.646716 57.888925 56.624735 55.388093
19.000000 54.652147 57.896903 56.634061 55.395784
20.000000 54.656348 57.903191 56.641510 55.402267
