0.000000 51.400000 53.400000 52.400000 55.400000
1.000000 52.490000 54.670833 53.264815 54.751667
2.000000 53.316542 55.604016 53.921982 54.306423
3.000000 53.941780 56.292374 54.421749 54.004294
4.000000 54.413865 56.802273 54.802318 53.802440
5.000000 54.769819 57.181455 55.092633 53.670359
6.000000 55.037946 57.464468 55.314567 53.586412
7.000000 55.239786 57.676437 55.484635 53.535317
8.000000 55.391672 57.835725 55.615297 53.506338
9.000000 55.505956 57.955807 55.715962 53.491978
10.000000 55.591960 58.046617 55.793739 53.487045
11.000000 55.656703 58.115498 55.854008 53.487976
12.000000 55.705467 58.167903 55.900847 53.492357
13.000000 55.742222 58.207890 55.937356 53.498577
14.000000 55.769950 58.238491 55.965895 53.505585
15.000000 55.790889 58.261977 55.988266 53.512715
16.000000 55.806721 58.280053 56.005851 53.519565
17.000000 55.818708 58.294005 56.019710 53.525908
18.000000 55.827796 58.304805 56.030660 53.531633
19.000000 55.834697 58.313187 56.039331 53.536707
20.000000 55.839947 58.319710 56.046215 53.541140
