0.000000 50.800000 52.800000 51.800000 54.800000
1.000000 51.555000 53.680208 52.617593 54.474167
2.000000 52.127510 54.342784 53.234321 54.270382
3.000000 52.561396 54.842655 53.701402 54.149189
4.000000 52.890110 55.220649 54.056572 54.083058
5.000000 53.139110 55.507162 54.327734 54.052904
6.000000 53.327735 55.724865 54.535583 54.045609
7.000000 53.470658 55.890698 54.695529 54.052244
8.000000 53.578995 56.017343 54.819085 54.066815
9.000000 53.661164 56.114313 54.914886 54.085366
10.000000 53.723530 56.188758 54.989434 54.105350
11.000000 53.770909 56.246062 55.047646 54.125186
12.000000 53.806939 56.290290 55.093250 54.143938
13.000000 53.834372 56.324518 55.129090 54.161109
14.000000 53.855286 56.351077 55.157339 54.176480
15.000000 53.871254 56.371740 55.179666 54.190013
16.000000 53.883465 56.387858 55.197359 54.201775
17.000000 53.892818 56.400464 55.211414 54.211896
18.000000 53.899996 56.410346 55.222603 54.220536
19.000000 53.905515 56.418113 55.231530 54.227863
20.000000 53.909766 56.424231 55.238664 54.234043
