mesh_profile,background_level,elements,tetrahedra,pyramids,prisms,minimum_skewness_quality,mean_skewness_quality,air_hmax_mm,solid_hmax_mm,chip_hmax_mm,sink_wall_hmax_mm,contact_hmax_mm,channel_wall_hmax_mm,sink_boundary_layers,sink_boundary_layer_thickness_mm,channel_boundary_layers,channel_boundary_layer_thickness_mm,mesh_build_seconds,boundary_layer_stretch,sink_first_layer_thickness_mm,channel_first_layer_thickness_mm
local-medium,8,1748906,1421296,27066,300544,0.06522,0.666,7.5,1.5,0.9,1.2,0.6,6,6,1.5,5,2.5,48.4177245,1.2,0.1510586188,0.3359492582
