mesh_profile,background_level,elements,tetrahedra,pyramids,prisms,minimum_skewness_quality,mean_skewness_quality,air_hmax_mm,solid_hmax_mm,chip_hmax_mm,sink_wall_hmax_mm,contact_hmax_mm,channel_wall_hmax_mm,sink_boundary_layers,sink_boundary_layer_thickness_mm,channel_boundary_layers,channel_boundary_layer_thickness_mm,mesh_build_seconds,boundary_layer_stretch,sink_first_layer_thickness_mm,channel_first_layer_thickness_mm
global-8,8,48870,38718,1106,9046,0.09182,0.6376,,,,,,,,,,,13.9992636,,,
